WigleWifi-1.4,appRelease=v1.4.1,model=ESP32 Marauder,release=v1.4.1,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
80:03:84:69:13:E8,WSSPBX,[WPA2_PSK],2025-5-6 11:50:40,6,-86,30.4864674,-97.6471863,211.40,1.50,WIFI
7A:45:58:91:24:1D,TLE-GUEST,[OPEN],2025-5-6 11:50:40,6,-87,30.4864674,-97.6471863,211.40,1.50,WIFI
7E:45:58:24:88:1F,,[WPA2_PSK],2025-5-6 11:50:40,6,-89,30.4864674,-97.6471863,211.40,1.50,WIFI
FA:6D:CC:FF:0F:DF,myGMC 0FDF,[WPA2_PSK],2025-5-6 11:50:41,7,-88,30.4863644,-97.6475601,211.90,1.50,WIFI
E4:55:A8:23:D2:EF,DB Internal,[WPA2_PSK],2025-5-6 11:50:45,11,-80,30.4859524,-97.6490402,214.80,1.50,WIFI
E2:55:A8:23:D2:EF,Dutch Vibes,[WPA2_PSK],2025-5-6 11:50:45,11,-83,30.4859524,-97.6490402,214.80,1.50,WIFI
DA:55:A8:23:D2:EF,,[WPA2_PSK],2025-5-6 11:50:45,11,-83,30.4859524,-97.6490402,214.80,1.50,WIFI
24:C9:A1:59:A3:83,island-19A380,[WPA2_PSK],2025-5-6 11:50:53,6,-83,30.4851379,-97.6519470,216.80,1.50,WIFI
B2:81:84:95:15:84,,[WPA2_PSK],2025-5-6 11:50:58,11,-24,30.4846287,-97.6537628,216.00,1.50,WIFI
F8:CA:59:EC:9F:81,AWI-820441,[WPA2_PSK],2025-5-6 11:50:58,11,-73,30.4846287,-97.6537628,216.00,1.50,WIFI
F4:69:42:5A:F9:DF,SpectrumSetup-E1,[WPA2_PSK],2025-5-6 11:50:58,11,-93,30.4846287,-97.6537628,216.00,1.50,WIFI
18:7C:0B:45:60:59,TimeClock1,[WPA2_PSK],2025-5-6 11:51:1,1,-83,30.4843292,-97.6548157,216.40,1.50,WIFI
18:7C:0B:45:3F:78,,[WPA2_PSK],2025-5-6 11:51:1,1,-83,30.4843292,-97.6548157,216.40,1.50,WIFI
18:7C:0B:85:60:58,,[WPA2_PSK],2025-5-6 11:51:1,1,-84,30.4843292,-97.6548157,216.40,1.50,WIFI
18:7C:0B:C5:60:58,,[WPA2_PSK],2025-5-6 11:51:1,1,-85,30.4843292,-97.6548157,216.40,1.50,WIFI
18:7C:0B:05:60:59,,[WPA2_PSK],2025-5-6 11:51:1,1,-86,30.4843292,-97.6548157,216.40,1.50,WIFI
50:D4:F7:20:95:DF,Scott Steiner,[WPA2_PSK],2025-5-6 11:51:9,9,-94,30.4836121,-97.6575775,222.20,1.50,WIFI
56:D9:E7:AD:F5:A8,E-Auto Guest,[WPA2_PSK],2025-5-6 11:51:19,6,-82,30.4828835,-97.6608734,227.70,1.50,WIFI
F0:AB:54:26:F2:44,Gonzales Impala,[WPA2_PSK],2025-5-6 11:51:27,1,-88,30.4823189,-97.6635590,228.60,1.50,WIFI
A8:E2:C1:32:69:8E,SMA3013867169,[WPA2_PSK],2025-5-6 11:51:27,1,-90,30.4823189,-97.6635590,228.60,1.50,WIFI
32:0E:B8:7A:0C:9E,My VW 7195,[WPA2_PSK],2025-5-6 11:51:32,6,-89,30.4819603,-97.6652298,229.10,1.50,WIFI
46:D9:E7:AD:F5:A8,E-Auto Private,[WPA2_PSK],2025-5-6 11:51:32,6,-89,30.4819603,-97.6652298,229.10,1.50,WIFI
EE:2E:98:FF:DD:55,SR4-3TWHCveSCaVjV4ST,[WPA2_PSK],2025-5-6 11:51:33,7,-91,30.4818878,-97.6655655,229.20,1.50,WIFI
40:2B:50:0B:0F:D0,I heart internets,[WPA2_PSK],2025-5-6 11:51:42,3,-93,30.4812660,-97.6684799,231.30,1.50,WIFI
D0:21:F9:37:B4:96,BossJCB,[WPA2_PSK],2025-5-6 11:51:45,6,-91,30.4810677,-97.6694489,232.40,1.50,WIFI
AC:23:16:70:35:2B,,[WPA2_PSK],2025-5-6 11:51:50,11,-82,30.4807892,-97.6710739,234.20,1.50,WIFI
AC:23:16:70:35:2D,,[WPA2_PSK],2025-5-6 11:51:50,11,-82,30.4807892,-97.6710739,234.20,1.50,WIFI
08:D5:9D:02:21:FE,RED LOTUS GUEST,[WPA2_PSK],2025-5-6 11:51:50,11,-93,30.4807892,-97.6710739,234.20,1.50,WIFI
BC:42:8C:5C:7D:60,CarPlay_7d60,[WPA2_PSK],2025-5-6 11:51:53,1,-84,30.4806499,-97.6720657,235.20,1.50,WIFI
7C:0C:F6:0A:19:B2,Dash-0590,[WPA2_PSK],2025-5-6 11:51:58,6,-80,30.4804745,-97.6737137,236.60,1.50,WIFI
AC:23:16:70:33:48,,[WPA2_PSK],2025-5-6 11:51:58,6,-85,30.4804745,-97.6737137,236.60,1.50,WIFI
AC:23:16:70:33:45,CFA Private Wi-Fi,[WPA2],2025-5-6 11:51:58,6,-86,30.4804745,-97.6737137,236.60,1.50,WIFI
AC:23:16:70:33:46,,[WPA2_PSK],2025-5-6 11:51:58,6,-86,30.4804745,-97.6737137,236.60,1.50,WIFI
AC:23:16:70:33:47,,[WPA2_PSK],2025-5-6 11:51:58,6,-88,30.4804745,-97.6737137,236.60,1.50,WIFI
78:8A:20:08:BE:A3,BGE-Corporate,[WPA2],2025-5-6 11:52:3,11,-80,30.4803600,-97.6753464,236.60,1.50,WIFI
7E:8A:20:08:BE:A3,BGEinc-Guest,[WPA2_PSK],2025-5-6 11:52:3,11,-80,30.4803600,-97.6753464,236.60,1.50,WIFI
78:8A:20:08:C2:A7,BGE-Corporate,[WPA2],2025-5-6 11:52:3,11,-87,30.4803600,-97.6753464,236.60,1.50,WIFI
82:45:58:27:3E:E4,IoT Devices,[WPA2_PSK],2025-5-6 11:52:6,1,-86,30.4803047,-97.6763306,236.00,1.50,WIFI
86:45:58:27:3E:E4,,[WPA2_PSK],2025-5-6 11:52:6,1,-86,30.4803047,-97.6763306,236.00,1.50,WIFI
4C:B1:CD:74:12:D8,MCWSecure,[WPA2_PSK],2025-5-6 11:52:8,3,-84,30.4802704,-97.6769943,235.40,1.50,WIFI
5C:62:8B:40:FD:2E,ROUNDROCK HLC,[WPA2_PSK],2025-5-6 11:52:8,3,-87,30.4802704,-97.6769943,235.40,1.50,WIFI
4C:B1:CD:34:12:D8,MCW-Tablet,[WPA2_PSK],2025-5-6 11:52:8,3,-88,30.4802704,-97.6769943,235.40,1.50,WIFI
AC:DF:9F:0E:FE:B2,PhoHoang,[WPA2_WPA3_PSK],2025-5-6 11:52:10,5,-75,30.4802361,-97.6776581,234.60,1.50,WIFI
8C:FE:74:39:D4:69,SpectrumWiFi Plus,[WPA2],2025-5-6 11:52:10,5,-76,30.4802361,-97.6776581,234.60,1.50,WIFI
8C:FE:74:F9:D4:68,SpectrumWiFi,[OPEN],2025-5-6 11:52:10,5,-77,30.4802361,-97.6776581,234.60,1.50,WIFI
8C:FE:74:B9:D4:68,TWCWiFi-Passpoint,[WPA2],2025-5-6 11:52:10,5,-78,30.4802361,-97.6776581,234.60,1.50,WIFI
AC:B3:13:BB:6F:A0,DG1670AA2,[WPA2_PSK],2025-5-6 11:52:16,11,-91,30.4801197,-97.6796875,234.10,1.50,WIFI
02:54:AF:D0:40:37,Hotspot4037,[WPA_WPA2_PSK],2025-5-6 11:52:19,1,-85,30.4800644,-97.6807022,236.10,1.50,WIFI
F4:69:42:63:DF:4E,Maracay City,[WPA2_PSK],2025-5-6 11:52:24,6,-88,30.4799328,-97.6823654,240.00,1.50,WIFI
12:E8:A7:E2:B4:39,La Silver,[WPA2_PSK],2025-5-6 11:52:25,7,-88,30.4798965,-97.6826859,240.60,1.50,WIFI
AC:DF:9F:31:F7:30,TMOBILE-F72E,[WPA2_WPA3_PSK],2025-5-6 11:52:27,9,-83,30.4798203,-97.6832809,241.50,1.50,WIFI
F8:34:5A:CC:2F:88,Yonathan,[WPA2_PSK],2025-5-6 11:52:37,6,-82,30.4794502,-97.6858673,242.30,1.50,WIFI
E4:55:A8:56:79:F5,Hilton Honors,[OPEN],2025-5-6 11:52:37,6,-82,30.4794502,-97.6858673,242.30,1.50,WIFI
EA:55:A8:56:79:F5,HSR_AUSRN,[WPA2],2025-5-6 11:52:37,6,-82,30.4794502,-97.6858673,242.30,1.50,WIFI
FA:34:5A:CC:2F:88,,[WPA2_PSK],2025-5-6 11:52:37,6,-83,30.4794502,-97.6858673,242.30,1.50,WIFI
EA:55:A8:56:7F:91,HSR_AUSRN,[WPA2],2025-5-6 11:52:42,11,-82,30.4792652,-97.6871033,241.50,1.50,WIFI
E4:55:A8:56:7F:91,Hilton Honors,[OPEN],2025-5-6 11:52:42,11,-83,30.4792652,-97.6871033,241.50,1.50,WIFI
3C:7A:8A:F4:02:00,Illegal Amigo,[WPA2_PSK],2025-5-6 11:52:42,11,-86,30.4792652,-97.6871033,241.50,1.50,WIFI
B8:11:4B:4A:FD:63,EmrGuest01,[OPEN],2025-5-6 11:52:42,11,-87,30.4792652,-97.6871033,241.50,1.50,WIFI
EA:55:A8:56:7A:53,HSR_AUSRN,[WPA2],2025-5-6 11:52:42,11,-87,30.4792652,-97.6871033,241.50,1.50,WIFI
90:72:40:27:3D:A0,Not Orange,[WPA2_PSK],2025-5-6 11:52:42,11,-89,30.4792652,-97.6871033,241.50,1.50,WIFI
E4:55:A8:56:7A:53,Hilton Honors,[OPEN],2025-5-6 11:52:42,11,-89,30.4792652,-97.6871033,241.50,1.50,WIFI
38:70:0C:82:2E:78,Mariywal$1,[WPA2_PSK],2025-5-6 11:52:50,6,-83,30.4789448,-97.6891022,239.50,1.50,WIFI
00:1D:05:61:70:5F,WAC-COURTYARD,[WPA2_PSK],2025-5-6 11:52:50,6,-88,30.4789448,-97.6891022,239.50,1.50,WIFI
2C:76:8A:C5:DF:DF,HPN811a.C5DFDF,[OPEN],2025-5-6 11:52:50,6,-89,30.4789448,-97.6891022,239.50,1.50,WIFI
B2:D8:88:3B:16:E1,TOYOTA Tundra-2.4g_3b16e1,[WPA2_PSK],2025-5-6 11:52:55,11,-83,30.4787445,-97.6903076,239.70,1.50,WIFI
60:F4:19:D1:E2:43,,[WPA3_PSK],2025-5-6 11:52:55,11,-83,30.4787445,-97.6903076,239.70,1.50,WIFI
60:F4:19:D1:E2:49,,[OPEN],2025-5-6 11:52:55,11,-84,30.4787445,-97.6903076,239.70,1.50,WIFI
60:F4:19:D1:E2:46,TAGNOTIT,[WPA2_PSK],2025-5-6 11:52:55,11,-84,30.4787445,-97.6903076,239.70,1.50,WIFI
80:B9:7A:E2:E6:09,,[OPEN],2025-5-6 11:52:58,1,-77,30.4786282,-97.6910095,239.90,1.50,WIFI
80:B9:7A:E2:E6:03,,[WPA3_PSK],2025-5-6 11:52:58,1,-77,30.4786282,-97.6910095,239.90,1.50,WIFI
FA:8F:CA:9B:68:04,Polk MagniFi MAX-6821.l003,[OPEN],2025-5-6 11:52:58,1,-82,30.4786282,-97.6910095,239.90,1.50,WIFI
04:17:B6:CD:7D:D0,,[WPA_WPA2_PSK],2025-5-6 11:52:58,1,-82,30.4786282,-97.6910095,239.90,1.50,WIFI
38:42:0B:F7:33:85,,[WPA2_PSK],2025-5-6 11:52:58,1,-82,30.4786282,-97.6910095,239.90,1.50,WIFI
60:F4:19:BF:8D:E9,,[OPEN],2025-5-6 11:52:58,1,-82,30.4786282,-97.6910095,239.90,1.50,WIFI
60:F4:19:BF:8D:E6,Jazhiel 2,[WPA2_PSK],2025-5-6 11:52:58,1,-82,30.4786282,-97.6910095,239.90,1.50,WIFI
60:F4:19:BF:8D:E3,,[WPA3_PSK],2025-5-6 11:52:58,1,-83,30.4786282,-97.6910095,239.90,1.50,WIFI
64:67:72:6D:4F:65,TMOBILE-4F63,[WPA2_WPA3_PSK],2025-5-6 11:52:59,2,-78,30.4785919,-97.6912384,239.90,1.50,WIFI
6C:AE:F6:83:F5:E3,maddiewifi,[WPA2_PSK],2025-5-6 11:53:3,6,-80,30.4784260,-97.6921768,239.80,1.50,WIFI
FC:3F:A6:9E:BE:66,bookedby,[WPA2_PSK],2025-5-6 11:53:3,6,-80,30.4784260,-97.6921768,239.80,1.50,WIFI
6C:AE:F6:83:F5:E5,,[OPEN],2025-5-6 11:53:3,6,-80,30.4784260,-97.6921768,239.80,1.50,WIFI
D4:3F:32:51:DE:69,,[OPEN],2025-5-6 11:53:8,11,-86,30.4782581,-97.6933899,238.60,1.50,WIFI
BC:96:E5:2F:B9:23,TMOBILE-B921,[WPA2_WPA3_PSK],2025-5-6 11:53:11,1,-86,30.4781647,-97.6941757,237.30,1.50,WIFI
EE:64:C9:F0:DA:08,Tineco_9598,[OPEN],2025-5-6 11:53:24,1,-89,30.4775925,-97.6977005,236.30,1.50,WIFI
8E:25:4A:06:81:CB,Fischettinet_IoT,[WPA2_PSK],2025-5-6 11:53:27,4,-93,30.4774647,-97.6984940,237.30,1.50,WIFI
18:A5:FF:71:0D:D4,Mainetwork,[WPA2_WPA3_PSK],2025-5-6 11:53:28,5,-82,30.4774208,-97.6987610,237.70,1.50,WIFI
F4:52:46:10:16:DA,SpectrumSetup-DC,[WPA2_PSK],2025-5-6 11:53:42,6,-86,30.4761906,-97.7019272,242.00,1.50,WIFI
7C:0C:F6:07:AF:C5,Dash-7584,[WPA2_PSK],2025-5-6 11:53:47,11,-87,30.4752483,-97.7026367,241.90,1.50,WIFI
10:C4:CA:59:D0:04,TheWeebHub,[WPA2_PSK],2025-5-6 11:53:47,11,-90,30.4752483,-97.7026367,241.90,1.50,WIFI
64:67:72:6D:A9:D8,TMOBILE-A9D6,[WPA2_WPA3_PSK],2025-5-6 11:53:50,1,-91,30.4746151,-97.7028809,240.40,1.50,WIFI
00:12:D1:42:FC:16,AndroidAP_5532,[WPA2_PSK],2025-5-6 11:54:52,11,-85,30.4593792,-97.6991196,239.30,1.50,WIFI
66:E2:20:F6:67:7E,MBUX 53749,[WPA2_WPA3_PSK],2025-5-6 11:54:55,1,-85,30.4586029,-97.6988449,237.90,1.50,WIFI
2E:D1:C6:FC:CA:4B,DIRECT-Bh-Car_d2fc,[WPA2_PSK],2025-5-6 11:54:58,4,-92,30.4577961,-97.6986160,236.10,1.50,WIFI
00:1B:2B:6A:3B:53,TXTAG-PUBLIC,[WPA_WPA2_PSK],2025-5-6 11:55:5,11,-93,30.4559402,-97.6980209,232.90,1.50,WIFI
DE:CD:2F:36:36:95,DIRECT-2F36B695,[WPA2_PSK],2025-5-6 11:55:18,11,-93,30.4523640,-97.6970901,230.50,1.50,WIFI
48:E2:AD:B7:17:44,ATTW4JChPn,[WPA2_PSK],2025-5-6 11:55:31,11,-85,30.4488163,-97.6967010,225.70,1.50,WIFI
F4:17:B8:F1:1D:67,GlasHouse1,[WPA2_PSK],2025-5-6 11:55:31,11,-85,30.4488163,-97.6967010,225.70,1.50,WIFI
56:87:B8:F1:1D:68,ATT29E7992_guest,[WPA2_PSK],2025-5-6 11:55:31,11,-87,30.4488163,-97.6967010,225.70,1.50,WIFI
A8:9A:93:B0:FD:FE,MySpectrumWiFif8-2G,[WPA2_PSK],2025-5-6 11:55:31,11,-88,30.4488163,-97.6967010,225.70,1.50,WIFI
58:9B:4A:A6:0F:0F,SpectrumSetup-0F0B,[WPA2_PSK],2025-5-6 11:55:44,11,-86,30.4454136,-97.6969910,215.90,1.50,WIFI
F4:52:46:90:CC:E0,SpectrumSetup-CCE3,[WPA2_PSK],2025-5-6 11:55:47,1,-71,30.4446888,-97.6971741,216.40,1.50,WIFI
D0:B2:C4:4D:7A:B1,TC8717TAB,[WPA2_PSK],2025-5-6 11:55:47,1,-85,30.4446888,-97.6971741,216.40,1.50,WIFI
E0:22:02:3D:38:F1,husspuppy,[WPA2_PSK],2025-5-6 11:55:48,2,-84,30.4444561,-97.6972580,216.20,1.50,WIFI
66:E2:20:C2:95:C6,myChevrolet 94C5,[WPA2_PSK],2025-5-6 11:55:56,10,-93,30.4426403,-97.6978531,213.60,1.50,WIFI
BE:42:8C:98:1E:15,AprilDalrymple,[WPA2_PSK],2025-5-6 11:56:0,1,-89,30.4418354,-97.6981430,212.60,1.50,WIFI
00:19:C9:06:28:81,,[WPA2_PSK],2025-5-6 11:56:0,1,-90,30.4418354,-97.6981430,212.60,1.50,WIFI
C8:B5:AD:B6:1E:61,McDonalds Free WiFi,[OPEN],2025-5-6 11:56:10,11,-80,30.4406834,-97.6986084,211.90,1.50,WIFI
C8:B5:AD:B6:1E:62,eBOS,[OPEN],2025-5-6 11:56:10,11,-80,30.4406834,-97.6986084,211.90,1.50,WIFI
52:01:09:03:AA:55,Alampadilla,[WPA2_PSK],2025-5-6 11:56:13,1,-85,30.4406204,-97.6986313,211.90,1.50,WIFI
22:AD:56:24:8D:EE,Hotspot8DEE,[WPA_WPA2_PSK],2025-5-6 11:56:18,6,-79,30.4406185,-97.6986313,211.90,1.50,WIFI
D8:B3:70:FA:42:AD,JHA,[WPA2_PSK],2025-5-6 11:56:18,6,-83,30.4406185,-97.6986313,211.90,1.50,WIFI
2C:EA:DC:C5:2C:0D,SpectrumSetup-0F,[WPA2_PSK],2025-5-6 11:56:18,6,-91,30.4406185,-97.6986313,211.90,1.50,WIFI
DE:B3:70:FA:42:AD,JHAGuest,[WPA2_PSK],2025-5-6 11:56:31,6,-85,30.4406128,-97.6986237,212.10,1.50,WIFI
B2:81:84:95:15:84,,[WPA2_PSK],2025-5-6 11:56:36,11,-24,30.4406128,-97.6986237,212.10,1.50,WIFI
E2:B3:70:FA:42:AD,,[WPA2_PSK],2025-5-6 11:56:44,6,-88,30.4406128,-97.6986237,212.20,1.50,WIFI
FA:25:FE:9A:73:84,myChevrolet9835,[WPA2_PSK],2025-5-6 11:56:52,1,-76,30.4406128,-97.6986237,212.20,1.50,WIFI
CE:22:26:65:0F:3E,Toscana,[WPA2_PSK],2025-5-6 11:57:5,1,-73,30.4406128,-97.6986237,212.30,1.50,WIFI
F8:55:CD:67:F0:6F,HotspotPP78,[WPA_WPA2_PSK],2025-5-6 11:57:36,6,-75,30.4405975,-97.6986389,212.70,1.50,WIFI
AC:F4:2C:AB:6E:E1,Peztio-M5-6ee1,[WPA2_PSK],2025-5-6 11:57:36,6,-85,30.4405975,-97.6986389,212.70,1.50,WIFI
BE:75:36:0B:EF:C3,myChevrolet,[WPA2_PSK],2025-5-6 11:57:41,11,-88,30.4403896,-97.6986008,213.00,1.50,WIFI
8A:5A:85:EB:7B:20,lucletner,[WPA2_PSK],2025-5-6 11:57:44,1,-75,30.4402618,-97.6984024,214.00,1.50,WIFI
00:26:B4:9A:A6:DE,SYNC_XU169KTP,[WPA2_PSK],2025-5-6 11:57:44,1,-82,30.4402618,-97.6984024,214.00,1.50,WIFI
64:67:72:62:55:FB,TMOBILE-55F9,[WPA2_WPA3_PSK],2025-5-6 11:57:44,1,-89,30.4402618,-97.6984024,214.00,1.50,WIFI
DC:7F:A4:28:71:A9,ATT3psz9Vz,[WPA2_PSK],2025-5-6 11:57:47,4,-90,30.4401569,-97.6980667,213.90,1.50,WIFI
94:A6:7E:F5:61:45,WBSW,[WPA2_PSK],2025-5-6 11:57:53,10,-84,30.4399529,-97.6971283,216.40,1.50,WIFI
6C:4B:B4:92:DA:D4,ATTkkH4vWa,[WPA2_PSK],2025-5-6 11:57:54,11,-80,30.4399433,-97.6969681,216.70,1.50,WIFI
1C:B0:44:1A:C3:A6,MySpectrumWiFiA8-2G,[WPA2_PSK],2025-5-6 11:57:57,1,-74,30.4399395,-97.6965256,217.50,1.50,WIFI
00:90:7F:3D:97:B1,Powell & Tiller Guest,[WPA2_PSK],2025-5-6 11:57:57,1,-82,30.4399395,-97.6965256,217.50,1.50,WIFI
AC:8F:A9:D9:A4:24,ATTbDEuRTe,[WPA2_PSK],2025-5-6 11:57:57,1,-86,30.4399395,-97.6965256,217.50,1.50,WIFI
4C:AB:F8:37:BF:A3,SpectrumSetup-A5,[WPA2_PSK],2025-5-6 11:58:2,6,-73,30.4399757,-97.6960907,218.20,1.50,WIFI
F8:5B:3B:55:CC:4D,SpectrumSetup-4F,[WPA2_PSK],2025-5-6 11:58:2,6,-77,30.4399757,-97.6960907,218.20,1.50,WIFI
88:DE:7C:58:C0:2F,SpectrumSetup-31,[WPA2_PSK],2025-5-6 11:58:2,6,-80,30.4399757,-97.6960907,218.20,1.50,WIFI
76:AC:B9:29:70:19,JHAGuest,[WPA2_PSK],2025-5-6 11:58:2,6,-85,30.4399757,-97.6960907,218.20,1.50,WIFI
90:D3:CF:27:55:39,Tipi,[WPA2_PSK],2025-5-6 11:58:2,6,-88,30.4399757,-97.6960907,218.20,1.50,WIFI
F4:52:46:43:89:95,ATT-WIFI-9372,[WPA2_WPA3_PSK],2025-5-6 11:58:5,9,-85,30.4399834,-97.6960449,218.20,1.50,WIFI
C8:B4:22:A1:05:00,Moises,[WPA2_PSK],2025-5-6 11:58:7,11,-75,30.4399834,-97.6960449,218.00,1.50,WIFI
F8:CF:C5:F6:F0:27,MOTO4824,[WPA2_PSK],2025-5-6 11:58:7,11,-85,30.4399834,-97.6960449,218.00,1.50,WIFI
88:DC:96:51:92:0A,33H-Public,[OPEN],2025-5-6 11:58:10,1,-88,30.4399815,-97.6960449,217.80,1.50,WIFI
F2:43:58:1C:FB:CE,CHEVROLET9249,[WPA2_WPA3_PSK],2025-5-6 11:58:15,6,-71,30.4399834,-97.6960449,217.40,1.50,WIFI
AC:DF:9F:06:25:0A,TMOBILE-2508,[WPA2_WPA3_PSK],2025-5-6 11:58:19,10,-87,30.4399815,-97.6960449,217.10,1.50,WIFI
2A:8D:DB:84:B9:7E,,[WPA2_PSK],2025-5-6 11:58:20,11,-86,30.4399815,-97.6960449,217.10,1.50,WIFI
26:8D:DB:84:B9:7E,,[WPA2_PSK],2025-5-6 11:58:20,11,-87,30.4399815,-97.6960449,217.10,1.50,WIFI
06:8D:DB:84:B9:7E,Taco Bell WiFi,[OPEN],2025-5-6 11:58:20,11,-89,30.4399815,-97.6960449,217.10,1.50,WIFI
18:0C:7A:E5:14:97,33Hundred-1205,[WPA2_WPA3_PSK],2025-5-6 11:58:23,1,-78,30.4399815,-97.6960449,217.10,1.50,WIFI
A0:55:1F:73:09:30,Carballo,[WPA2_PSK],2025-5-6 11:58:23,1,-79,30.4399815,-97.6960449,217.10,1.50,WIFI
74:37:5F:08:1A:2F,Myspectrumnet,[WPA2_PSK],2025-5-6 11:58:23,1,-84,30.4399815,-97.6960449,217.10,1.50,WIFI
74:37:5F:33:28:13,SpectrumSetup-11,[WPA2_PSK],2025-5-6 11:58:28,6,-80,30.4399796,-97.6960449,217.20,1.50,WIFI
4C:AB:F8:3F:3A:9D,no.,[WPA2_PSK],2025-5-6 11:58:28,6,-86,30.4399796,-97.6960449,217.20,1.50,WIFI
5A:E4:03:0D:20:DA,myChevrolet 20DA,[WPA2_PSK],2025-5-6 11:58:29,7,-82,30.4399796,-97.6960373,217.30,1.50,WIFI
74:37:5F:C9:F4:9F,SpectrumSetup-9D,[WPA2_PSK],2025-5-6 11:58:46,11,-82,30.4399853,-97.6960297,217.50,1.50,WIFI
AC:A3:1E:10:BB:40,Inframark-Employee,[WPA2],2025-5-6 11:58:46,11,-86,30.4399853,-97.6960297,217.50,1.50,WIFI
0A:8D:DB:84:B9:7E,,[WPA_WPA2_PSK],2025-5-6 11:58:46,11,-89,30.4399853,-97.6960297,217.50,1.50,WIFI
44:AD:B1:5B:55:66,SpectrumKing,[WPA2_PSK],2025-5-6 11:58:49,1,-85,30.4400082,-97.6959152,217.90,1.50,WIFI
4C:AB:F8:08:B8:BE,RAM IT DOWN,[WPA2_PSK],2025-5-6 11:58:54,6,-68,30.4401321,-97.6954651,219.00,1.50,WIFI
B0:FC:88:66:CC:8F,Onthespectrum*,[WPA2_PSK],2025-5-6 11:58:54,6,-76,30.4401321,-97.6954651,219.00,1.50,WIFI
BC:9A:8E:99:6B:B4,TellMyWiFiLoveHer,[WPA2_PSK],2025-5-6 11:58:56,8,-76,30.4402275,-97.6952057,219.70,1.50,WIFI
F6:52:46:53:89:95,,[WPA2_WPA3_PSK],2025-5-6 11:58:57,9,-80,30.4402885,-97.6950684,220.10,1.50,WIFI
5C:E9:31:27:CE:E0,DavesNotHereMan,[WPA2_PSK],2025-5-6 11:58:57,9,-89,30.4402885,-97.6950684,220.10,1.50,WIFI
5E:E9:31:27:CE:E0,TheChosenFew,[WPA2_WPA3_PSK],2025-5-6 11:58:57,9,-91,30.4402885,-97.6950684,220.10,1.50,WIFI
C8:9E:43:55:46:79,Bettis,[WPA2_PSK],2025-5-6 11:58:58,10,-80,30.4403591,-97.6949387,220.30,1.50,WIFI
B4:63:6F:0C:41:64,Loki,[WPA2_PSK],2025-5-6 11:58:58,10,-85,30.4403591,-97.6949387,220.30,1.50,WIFI
FC:12:63:78:8A:95,DancingDaysAreHereAgain,[WPA2_PSK],2025-5-6 11:58:59,11,-65,30.4404354,-97.6948013,220.60,1.50,WIFI
18:0C:7A:A5:6E:17,TMOBILE-6E11,[WPA2_WPA3_PSK],2025-5-6 11:59:2,1,-61,30.4406605,-97.6943512,221.80,1.50,WIFI
74:37:5F:4D:E4:87,SpectrumSetup-85,[WPA2_PSK],2025-5-6 11:59:2,1,-67,30.4406605,-97.6943512,221.80,1.50,WIFI
48:00:33:B7:F8:A5,TC8715D9F,[WPA2_PSK],2025-5-6 11:59:2,1,-77,30.4406605,-97.6943512,221.80,1.50,WIFI
74:37:5F:A6:0D:0F,SpectrumSetup-0D,[WPA2_PSK],2025-5-6 11:59:2,1,-87,30.4406605,-97.6943512,221.80,1.50,WIFI
C0:C9:E3:CA:7A:C3,TP-Link_7AC4,[WPA2_PSK],2025-5-6 11:59:4,3,-86,30.4408035,-97.6940308,222.30,1.50,WIFI
62:C9:E3:CA:7A:C5,,[WPA2_PSK],2025-5-6 11:59:4,3,-86,30.4408035,-97.6940308,222.30,1.50,WIFI
2A:70:4E:21:A3:AC,,[WPA2_PSK],2025-5-6 11:59:7,6,-73,30.4409885,-97.6935272,223.30,1.50,WIFI
08:9B:B9:44:5E:74,Nacho WiFi,[WPA2_PSK],2025-5-6 11:59:7,6,-75,30.4409885,-97.6935272,223.30,1.50,WIFI
F0:7B:65:D7:56:04,Familia RyO,[WPA2_PSK],2025-5-6 11:59:7,6,-82,30.4409885,-97.6935272,223.30,1.50,WIFI
44:AD:B1:45:8C:16,SpectrumSetup-10,[WPA2_PSK],2025-5-6 11:59:7,6,-82,30.4409885,-97.6935272,223.30,1.50,WIFI
3E:E1:F4:71:8A:56,,[WPA2_PSK],2025-5-6 11:59:7,6,-84,30.4409885,-97.6935272,223.30,1.50,WIFI
F0:81:75:D5:A3:BE,Aimee,[WPA2_PSK],2025-5-6 11:59:7,6,-86,30.4409885,-97.6935272,223.30,1.50,WIFI
18:A5:FF:E2:28:F6,TMOBILE-28F4,[WPA2_WPA3_PSK],2025-5-6 11:59:10,9,-83,30.4411526,-97.6929855,223.30,1.50,WIFI
BC:96:E5:51:D4:D1,LosTeranes4,[WPA2_PSK],2025-5-6 11:59:12,11,-72,30.4412537,-97.6925964,222.80,1.50,WIFI
74:37:5F:32:FD:A3,SpectrumSetup-A1,[WPA2_PSK],2025-5-6 11:59:12,11,-78,30.4412537,-97.6925964,222.80,1.50,WIFI
38:E1:F4:72:8D:96,ATTedebS6w,[WPA2_PSK],2025-5-6 11:59:15,1,-80,30.4414101,-97.6920090,222.30,1.50,WIFI
FC:5C:45:39:AD:58,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:15,1,-82,30.4414101,-97.6920090,222.30,1.50,WIFI
